1439,3811,254.60557731518765,0,701,119.22248110151038,86,0,0.9541909733461005,0.092150726,2.597157866719016,26.036670343047778,59.94963788980976,0.21148226270337495,0.067375791,0.067375791,0.045446514,0.045446514,0.045210607,0.09625239,675.0712829323661,558.2548259662603,480.2838548996066,408.2527355622893,340.80470431661865,595.6970226939507,478.8805657,400.90959466119125,328.87847532387394,TRUE,TRUE,FALSE,0.6955474879432918,63.34441936735344,1.0160094387715652,60.218132850470326,337.32601320567403,0.003215255,345.86466165413526,4.709986114483936E-5,0.895503621,0.014646073398985493,0.014646073398985493,60.218132850470326,996.3776218201256,1.0146460733989855,1.0146460733989855,1,0.9203285136447779,0.050710766,101.56731598645757,124.28180361777603,6.574959401631964,452.3866938,0.6569433257687811,45.20732928719537,0.024627863817226352,102.75689223057637,3.6119526751641546E-4,57.55978652943777,0.001215071,0.001207687,4,4,6,180.270; 1206.04; 2176.18; 3218.58; 4165.78,1000.8400736345199,2.7367042193343734,45.046836614083155,0.004812593,3.960751677847249,126.34798013262814,960.5417748675277,30.39232616701092,96.08666249361238,0.9640338701233223,4.003054079982627,12.65022543216249,0.12680732421691976,250.47428401730878,7.934760212712852,25.076030971935097,0.2513848951763456,288.7238681846806,0.363349104,9.145331538,28.902941924003542,0.289773538,438.89332919213166,13.89118290047625,43.91308306508741,0.44048894674128314,516.5001638677554,16.359142773345056,51.70253748702052,0.5183779247513032,632.5913761092379,20.022379973151345,63.29463797592416,0.6348911921101321,795.5462556379445,25.20836666839825,79.65875010992283,506.82238745326384,0.7984385018449994,1.7589390168618921,0.9532137213895853,0.789117342,120.47497270557841,73.50125281136559,114.73254341175681,67.75882351754399,110.95060492787806,63.97688503366526,108.24742830546612,61.27370841,5.978273461,A07,0
1442,1919,183.06283074398254,0,646,104.49880382090505,89,0,0.9405732861307524,0.10316166613091256,2.1979998510416365,22.035086225981317,60.139173590388346,0.21658709823574412,0.13841230263079435,0.13841230263079435,0.070163376,0.070163376,0.069316447,0.1331922823649328,684.2042605185771,555.1416479012049,523.6765539228268,444.5238430361817,270.00749121201454,553.5313662416336,424.46875362426124,393.0036596458831,313.85094875923807,TRUE,TRUE,FALSE,0.7017595655464581,64.92783854691027,1.015476224441165,59.91276111109008,394.92519163776285,0.009850066,258.14536340852135,1.3558012878292494E-4,0.8432584619781134,0.013849732033566209,0.013849732033566209,59.91276111109008,1001.4560986222646,1.0138497320335662,1.0138497320335662,1,0.8815168975472314,0.059061467,54.36777540480978,93.55557536463972,6.688875993400217,440.0436933976943,0.6686927085132606,43.98986984170428,0.024353058,40.10025062656639,3.4476086396956023E-4,55.962173181818805,0.001292283,0.001284401,4,4,6,171.054; 1217.39; 2141.49; 3213.64; 4176.88,997.6858081,4.203681578011461,69.41737885,0.005210769,4.032219375300418,153.37738954389036,969.8215105127783,30.66399076,96.96293328072323,0.9684114079958104,4.788680671336221,15.206506739867425,0.1531543816597618,303.1555159,9.568464786322627,30.274082037750386,0.3027147334209016,334.65658585604393,0.431714641,10.578321003869064,33.452651542835014,0.3341700013774361,449.2929670425726,14.218133874192803,44.94609045594366,0.44863970338857534,507.8198453809569,16.05140849019428,50.761347998129494,0.5070814847296662,614.4044104773961,19.419432670927776,61.41353900614351,0.613511078,773.3677462508917,24.47115476590639,77.36050710058669,438.7111603948478,0.7722432838691967,1.3715894721640405,0.8691173956752317,0.8553347727907958,89.16348573231463,66.45899046536795,79.68713987820425,56.98264461125755,70.61398366281013,47.909488395863434,63.29600234,40.59150708,3.463881632970411,A07,0
1446,2479,208.19221887476968,0,455,88.31760866327846,93,0,0.9602448993200421,0.10471448300504156,3.5142908359328526,35.23098582388825,60.040162705288004,0.14869709765092592,0.037772437,0.037772437,0.058037834,0.058037834,0.05619911,0.052340521,634.4485141342011,534.6046815,473.6475813151379,409.8208361700756,329.97028666375934,540.6034190152757,440.7595864247296,379.80248619621256,315.9757410511502,TRUE,TRUE,FALSE,0.610847398,64.97474932219075,1.014448654469113,60.11341957358754,348.5473396765289,0.006898799,295.7393483709273,9.31263820801233E-5,0.8244197482081441,0.013705655091994007,0.013705655091994007,60.11341957358754,998.1132403647625,1.013705655091994,1.013705655091994,1,0.8515520974182433,0.043892241029739196,119.54581199008243,155.78575511567198,6.426394445996798,468.96356886206695,0.6422369680051232,46.87852272678549,0.019471673443262054,120.30075187969916,2.6517030304621904E-4,57.29215500189833,0.001573979,0.001564502,4,4,6,152.483; 1187.03; 2174.24; 3221.50; 4144.94,999.3310693462784,3.4888526951720977,56.09307544476864,0.004850624,3.081759367112963,152.96610478764873,943.4358832,29.880104477753836,94.43433304853738,0.945219285,4.854813212981867,15.332644955613087,0.1532552606272881,257.30415462998894,8.121588226,25.697086220634304,0.25779054342166285,290.3625038584199,0.36677734244176224,9.157205219,28.98220150767399,0.2909113837146438,468.09315166661133,14.814061701894904,46.8307555,0.46897800042763255,535.3422630556813,16.950449693869178,53.57584299623427,0.5363542345756673,632.7755738863337,20.031667442881407,63.318778697026964,0.6339717261491137,791.0102141596985,25.045962538848443,79.16312797733664,500.6477103012786,0.7925054815129216,1.8583699323376521,0.9585851621377589,0.804170299,156.56170002549752,97.44069035677418,139.5366015969027,80.41559192817937,132.21373465234592,73.09272498362259,125.52142688560568,66.40041721688235,3.393377739135904,A07,0
1449,3466,228.4841351166422,0,594,104.09610943738484,96,0,0.923043203,0.10301708125236068,2.409951858751847,24.159918383477162,60.19609797316135,0.21857488583828713,0.11304263503810387,0.11304263503810387,0.052384699,0.052384699,0.051602382,0.075454388,636.0393400753908,517.2480036103135,434.2736929257319,378.29384606386384,285.27944730558215,578.2303890533515,459.43905258827425,376.4647419036927,320.48489504182464,TRUE,TRUE,FALSE,0.7041546710900622,64.20065674,1.0148453896755478,60.254367151959336,312.09466030058206,0.005863501,280.70175438596493,7.551140679937961E-5,0.86793015,0.013104347993430965,0.013104347993430965,60.254367151959336,995.7784445512832,1.013104347993431,1.013104347993431,1,0.8927334145578302,0.042924787,128.44229822743026,161.15407354666337,5.996767014196942,467.97344425172736,0.5991487985587702,46.775312220564885,0.017872177237860543,142.8571428571429,2.3143657068136136E-4,57.62162196363009,0.001135932,0.001129801,4,4,6,187.042; 1222.15; 2156.72; 3197.99; 4170.16,996.7423474317425,3.1564068741972493,51.38453974468329,0.004611939,4.060048402,135.81291720168292,952.2529889607424,30.18841192354951,95.37906873920916,0.9562900203065209,4.310970383,13.614647443159958,0.13638868961748093,278.30733487961095,8.839926435783717,27.911472501183887,0.2794872056153229,305.90759792886865,0.39263046249258265,9.710092791857573,30.665852176124652,0.30720447866966677,440.53695852801235,13.964795897463343,44.12244676320877,0.4424045940525723,514.5073832865164,16.30834848234456,51.52833507641077,0.5166886129156605,607.7379220212298,19.249944782721087,60.83699753152625,0.6103143980939335,796.4255525890874,25.204646128310863,79.67919033492203,490.5179546602187,0.7998019609150828,1.6234817916951707,0.939358267,0.7776839085840537,160.38621251369668,82.38224633405297,148.30440259744182,70.30043642,141.5783416482969,63.57437547,136.21353722265258,58.20957104300888,4.356296627534414,A07,0
1454,1817,196.7231557,0,473,89.75522269,101,0,0.9599595521798414,0.086613321,3.803762867088508,38.13296107,59.99091432233893,0.08928392,0.037540861,0.037540861,0.033606119147488754,0.033606119147488754,0.033412013,0.074933026,683.2580048781692,531.0539259911596,441.69276039195046,367.34754478539634,307.2090615,598.6675998117659,446.4635209247562,357.1023553,282.7571397189929,TRUE,TRUE,FALSE,0.5118800034187589,62.52323803,1.0125059038518018,60.16942520758791,314.0149908169396,0.004732452,300.7518797,5.6594444824036425E-5,0.8264263092918529,0.012126213963069732,0.012126213963069732,60.16942520758791,997.1841977,1.0121262139630698,1.0121262139630698,1,0.8457502146596718,0.038004188869926805,93.86961954,157.39733527183137,5.333072103177186,440.40741941516836,0.532872066,44.004826199371806,0.013919604823122166,97.74436090225561,1.71039001387672E-4,58.376652061410134,0.001878053,0.001868577,4,4,6,156.440; 1178.98; 2157.73; 3185.53; 4145.18,1000.1514508949181,2.0220608725621125,33.31793088769101,0.004225571,2.2499748741265457,130.86148370093545,1000,31.653750131343422,100.06296247871822,1.0028237534597986,4.143659277293583,13.097336285447142,0.13123100426829035,239.41757584689267,7.582677665406964,23.965710725950782,0.2400936320550269,275.5522546161575,0.33110875920317767,8.726291949688664,27.581069284947333,0.2763303462484851,407.88461036157156,12.916516667773509,40.82561856165828,0.4090363759412786,472.8333763,14.979687985368562,47.33994546034649,0.4741685412192646,603.4061151685348,19.09304888991501,60.36380149941496,0.6051099852739056,833.1714810530834,26.375499802968612,83.37487146357074,557.6192264369259,0.8355241519053125,2.0337178954663875,0.9178324,0.8620344344280674,149.91347617491417,103.64239754038215,131.97262825233247,85.70154961780045,118.08702765745485,71.81594902292284,105.48583155152872,59.214752916996694,1.6767078066709291,A07,0
1467,2918,217.9908254950194,0,429,78.23042886243178,114,0,0.9794601302544875,0.098464178,3.577107110863905,35.86072291592887,60.092094166005026,0.16397419106035338,0.056488011319458575,0.056488011319458575,0.018194980943144114,0.018194980943144114,0.018023418620507537,0.1304637109332453,657.5233878371303,543.4789913645297,452.4714629013769,380.0020249128353,329.85481117914276,578.4133033713263,464.3689068987257,373.3613784355729,300.89194044703123,TRUE,TRUE,FALSE,0.6330277437993883,61.25973566064784,1.0151037341225873,59.751615756287364,308.07769672499654,0.003741449,243.10776942355886,5.40330803639455E-5,0.9171648178170055,0.014205649297344802,0.014205649297344802,59.751615756287364,1004.1569460602661,1.0142056492973448,1.0142056492973448,1,0.9193473346920298,0.038161379,116.58490026037141,167.39475852625668,6.482034882990627,456.64626569473876,0.6471408730938792,45.58875394821149,0.015269220170913228,117.79448621553874,2.1528406897520082E-4,58.67647058823532,0.001463738,0.001454803,4,4,6,173.848; 1178.62; 2188.48; 3167.92; 4190.48,998.4674495491768,1.0871795100077182,18.09834099953458,0.004823952,3.2956386748449473,140.63188257512067,1015.0375939849623,32.03382589992086,101.36708066519674,1.0108356048995981,4.440676439265134,14.04937847520494,0.14004970351186558,258.6427974387366,8.164783374164532,25.834101319842546,0.25757208417817756,299.5986997457189,0.3678357992079746,9.458935874946183,29.927585282239207,0.29835843980482507,424.66259698536794,13.412641757732363,42.43143591216092,0.42290460535228036,506.0561301166898,15.975678304687133,50.54784681206099,0.5039611906307702,644.0108808639176,20.329193445512114,64.32425989402954,0.6413448449374827,816.6085312481387,25.776157677964424,81.56060856227558,517.0098315024197,0.8132279863740828,1.7458103271003353,0.935949644,0.8249876216166996,159.08514341100832,97.56334530169171,148.51035619904948,86.98855808973286,137.79358009797144,76.27178198865482,126.05410520385448,64.53230709453787,4.207699918379766,A07,0
1470,2831,222.9506671889546,0,429,88.90444308357148,117,0,0.7189674914405546,0.12064078071866312,3.1844177243013414,31.923987211041016,59.198106204738906,0.082953675,0.07605518,0.07605518,0.059100449970146844,0.059100449970146844,0.059097009,0.076853655,649.2005429042584,573.8318799184339,472.1929723,375.5227973770625,363.3735649293752,577.8714980219604,502.5028350361359,400.8639274,304.19375249476445,TRUE,TRUE,FALSE,0.4998727785774994,63.815475578885895,1.0107694456750476,60.13761141021166,247.91413805358107,0.008362357,443.60902255639104,8.55777523681698E-5,0.7296178195211197,0.010101717674757815,0.010101717674757815,60.13761141021166,997.7117247096332,1.0101017176747578,1.0101017176747578,1,0.7813467717359208,0.051263165,82.91994689291064,119.19195564794971,4.252577239698505,420.9964722301745,0.4248544643994447,42.06162413630967,0.022268782,77.69423558897239,2.2372232049355055E-4,56.48068515807078,0.001478195,0.001471854,4,4,6,185.443; 1247.75; 2187.96; 3220.37; 4176.29,1013.5459366299272,3.5541598944733463,58.96177848620817,0.003194899,2.161351444066429,113.04088179864675,989.9749373433583,31.300850467871577,98.98009840838932,0.9922454681300588,3.6014306753653997,11.359666794953094,0.11330014371791144,191.8260946,6.091106326308898,19.234002262248453,0.19226605222744741,236.9454981612402,0.3142272594458895,7.5099551037877745,23.728841525691635,0.2374889382303281,330.8340849464917,10.469758890684371,33.09762607949593,0.33159286069608457,466.8787163050956,14.796165998874326,46.75232821502725,0.4679495136142382,593.8758514355247,18.805286234527333,59.43649553111462,0.5952379196589697,765.2095978404741,24.294446504262133,76.71852379283804,528.2640996792338,0.7669646240382463,2.2361599851785234,0.9099268650912996,0.8403452059268504,116.00905493621562,74.29721801986686,105.13428223071124,63.422445314362484,99.42178323647808,57.709946320129326,91.35591892803313,49.64408201168438,2.621622485860056,A07,0
1483,5321,332.31009614515176,0,1173,177.79201331893398,130,0,0.639340065,0.23232520672692808,3.337042777394635,33.454062931274535,60.62770117050025,0.10452264349854404,0.17998102839287736,0.17998102839287736,7.695652265845209,7.695652265845209,0.5257178066431204,0.5681722306006797,588.4017363494534,530.8764338316194,480.7465486826901,410.5163246446817,391.0746438656596,516.1119043134233,458.5866017955894,408.4567166466601,338.2264926086517,TRUE,TRUE,FALSE,0.539492246,1227.3111292149272,1.0126056233917855,74.89731951854715,304.80169833644834,0.022382074505588934,437.09273182957384,1.6551189401519648E-4,0.4013638586588161,0.007225708,0.007225708,74.89731951854715,801.0967600134467,1.0072258045288756,1.007207560117719,0.9999818525665095,0.2869256055870911,0.1729492448768424,87.31000903724177,120.71675193173147,3.389875378,429.61523429219733,0.33842177604352086,42.89135289546199,0.026804025,88.22055137844615,1.8555684006166142E-4,58.46096073736936,0.00112208,0.001116672,5,5,7,184.992; 1177.14; 1226.03; 2195.49; 3164.15; 4190.48,989.6466275583334,576.3837267,421.1508315831794,0.002764038,2.4633170089796166,121.83189969741423,804.0100250626565,26.891009560349204,82.75186391438842,1.003636595720548,3.9244341847282116,12.308078656381696,0.15208137865314703,199.6983804177492,6.462187899442735,20.214247877408635,0.24928122342474235,247.83039628783143,0.3549654407749259,8.014814357125664,25.07873240926976,0.3093638729529645,392.1117073736901,12.692279550883711,39.69643083,0.48946859723550545,503.8194413121981,16.257277917000327,50.90930711776714,0.6289120945935935,623.8680626727012,20.165300017876564,63.11025182897198,0.7787674271235716,706.2457299094319,22.86699457616235,71.5123933,458.4153336216005,0.8815985348606046,1.994226289127314,0.8996183131876421,0.8282464544878693,117.84399355997871,68.30192589859443,107.55909114647383,58.01702348508957,99.06162717495805,49.51955951357377,93.30311666751638,43.76104900613209,6.481659199608373,A07,0
1484,2349,242.72618317767038,0,1203,143.66627996854376,131,0,0.8927651736161901,0.095569469,3.293458180151993,33.01712461305256,60.01509481852076,0.095027927,0.093387345,0.093387345,0.048195959,0.048195959,0.048614526,0.10324544913971627,601.4598163974435,524.4816872302824,430.5231573538968,380.27826916716833,294.6962919534816,536.3670549610881,459.3889257939271,365.4303959175414,315.1855077308129,TRUE,TRUE,FALSE,0.5224952205721916,62.98784894735963,1.011579539298289,60.39113374,321.16589293638754,0.012162785904539003,473.6842105263157,1.2248528383438016E-4,0.7937465341834855,0.010497360183769122,0.010497360183769122,60.39113374,993.5233250493179,1.0104975557179094,1.010477619887227,0.9999802597034579,0.8305818719219131,0.05709002,87.31022286056603,112.43566537836321,4.311416613,407.1593759044901,0.43079721818325395,40.68292068776028,0.023854519863227328,85.21303258145369,2.503186663146488E-4,57.03314121753856,0.001520747,0.001514566,4,4,6,185.736; 1237.76; 2190.32; 3204.62; 4159.83,999.7484829680533,2.9106085781565616,48.29966545764169,0.003543934,2.3303909718025104,101.6104557666547,992.4238556908208,31.48741907686144,99.45699925263244,0.9988933633154082,3.247494066343589,10.232847920238324,0.10227284373178738,226.32209988417864,7.197873278515285,22.71750146419661,0.2277974700522951,267.07374663058874,0.3807771210156838,8.494310573943842,26.808790808840534,0.2688147725342345,408.4761157969536,12.952575287707887,40.920322185132406,0.41113892899965593,471.63266204416516,14.958834775159815,47.254693376626584,0.4747071861858438,556.7390754794354,17.68890508257079,55.84663255234187,0.5603683994553417,712.0691115778852,22.572796935635786,71.31965146197919,444.9953649472965,0.7167110158611913,1.8236170507234872,0.9396784624789212,0.7964245814837205,110.60929518044165,74.09160085014237,101.1373917508553,64.61969742055602,95.55196191431381,59.03426758401453,91.35439288,54.83669854669752,8.846777140264294,A07,0
1485,1815,191.86974748511034,0,1302,149.3987951758648,132,0,0.8971474907310243,0.099498357,2.996090623995244,30.03599623052876,59.989137457854454,0.097695371,0.046599888,0.046599888,0.075765215,0.075765215,0.074369873,0.076390208,697.0222261264478,565.0297851699586,472.19430786403063,402.37981357487035,337.0804751766501,632.3954922165414,500.40305126005217,407.56757395412427,337.75307966496393,TRUE,TRUE,FALSE,0.5273379358663505,65.85600797519737,1.0143677120058279,60.10238344,321.58455272445843,0.003319528,85.21303258145363,4.609459143695125E-5,0.7993773789912504,0.01382812,0.01382812,60.10238344,998.2965160909343,1.0138281223394199,1.013827953740695,0.9999998337814177,0.8530072034059153,0.036409206,108.46178857595368,161.44343211447114,6.3637212735827955,459.3232775860474,0.6355418675858068,45.87184603667683,0.013690232,132.83208020050122,1.85942103176173E-4,55.78741926150028,0.001887986,0.001876934,4,4,6,175.128; 1216.62; 2127.70; 3203.21; 4168.31,1000.1810751513668,4.553669975836433,74.24318515,0.00447025,2.3677351970859544,115.14170579004298,972.4310776942355,30.80541872863477,97.34664034780111,0.9740904250592989,3.6437939651425237,11.518559845679043,0.11533818252808044,262.71488392167623,8.28948437,26.22984453442908,0.26316317816113227,297.21239857741807,0.34432169223969783,9.383161283767615,29.685067689382215,0.29771955905568354,430.0463413004121,13.604303120446978,43.01030047571245,0.43078016838560157,520.8988188970408,16.477115668068038,52.09400398795537,0.5217876758067262,655.7795823481856,20.784148609352897,65.66809259403064,0.6568985985406874,857.7058246698964,27.153730540594832,85.82529375724037,560.4934260924783,0.8591694059280564,1.952599926309952,0.9275621885800436,0.8569461498584265,160.6835985434486,110.16862666331204,141.0945748,90.57960290123744,128.1325848775851,77.61761299744853,118.51900532217041,68.00403344203386,3.2228168094919374,A07,0
1489,4674,256.9046515733026,0,452,93.08061022576076,136,0,0.8864317019667376,0.11999634070303603,2.6763183012537195,26.830258659185155,60.09528938002447,0.21249934977598092,0.1418399799988632,0.1418399799988632,0.017717820650883724,0.017717820650883724,0.017713113125965366,0.12684361522725177,677.619932,606.9446709565425,486.7418855180697,393.31819712481234,428.0588943460577,599.9090387992601,529.2337777673274,409.03099232885467,315.6073039355973,TRUE,TRUE,FALSE,0.6967922904193391,61.17308209973805,1.01601654,60.06584339580591,322.0499566158576,0.007810722,390.97744360902254,1.0803509065283553E-4,0.8855112760587763,0.013268963198236672,0.013268963198236672,60.06584339580591,998.9038130144609,1.0132689631982368,1.0132689631982368,1,0.8896585082804865,0.05395806,101.87098121966412,144.51104411915338,6.069235702511553,461.13878878062195,0.6058922034754376,46.04469986551144,0.020814378,122.8070175438597,2.743140806140213E-4,58.98417100837784,0.00108344,0.001077531,4,4,6,182.435; 1192.98; 2173.81; 3191.03; 4178.05,998.4143619074385,1.0642358405309578,17.69369624,0.004306664,3.974990896863733,129.18577264918284,934.4712181477977,29.566041810737786,93.47913277632796,0.935496697,4.0904060543184295,12.929434517239498,0.12932753981520007,218.1132950384801,6.909260117521628,21.836295363703854,0.21835265037207593,268.2085441098015,0.3354936615007258,8.488394083140792,26.835207893995822,0.26850287346527396,423.9209378355217,13.41122718255254,42.40376809499389,0.42438614440386035,509.6863784117453,16.119778097390576,50.97268784661557,0.5102457031109228,698.6633492814232,22.091451442970122,69.86121386,0.6994300554054536,814.6263828306658,25.764972133663413,81.47102079,546.4178387208642,0.8155203456199768,2.066172182,0.9329937883301116,0.8140112288176745,137.00645084219082,85.53157138222298,131.34449411172528,79.86961465175746,126.43682416696217,74.96194470699433,116.36818128693294,64.89330183,3.166080820165251,A07,0
1492,3628,240.45789652244736,0,544,92.36882591004391,139,0,0.9503926210786199,0.096453466,2.8252749491314293,28.323558387282496,60.025700647161386,0.17154496725272456,0.0836432,0.0836432,0.053389603,0.053389603,0.052224402,0.097230025,660.6823871780965,562.0095717650358,457.17686471848486,385.0309187094286,345.16175069280166,580.5143540382644,481.8415386252038,377.00883157865275,304.8628855695965,TRUE,TRUE,FALSE,0.6436134878229505,64.29829372581588,1.0150665134537473,59.99095693,324.7132248568989,0.005989605,421.0526315789473,8.264050499819228E-5,0.8486448104636898,0.013662959,0.013662959,59.99095693,1000.1507406331305,1.0136629593917375,1.0136629593917375,1,0.8723230044487877,0.04937252,100.24300318627132,134.3310440998814,6.121630393073909,478.06702771542734,0.6114732862200567,47.79527740650816,0.019358328,97.74436090225561,2.689975557634621E-4,57.035851475705705,0.001335655,0.001328126,4,4,6,183.977; 1212.87; 2146.03; 3197.99; 4184.58,999.5718392807698,3.202893383966922,52.23227436281464,0.004543403,3.401629541538144,137.04960576586922,951.8332936,30.038144227228678,95.04838084107347,0.9516898352417428,4.316919291365223,13.668448332927314,0.1370289499351988,229.71730849594547,7.249102272578419,22.938374009408953,0.22968268598244138,284.6457235796186,0.3603873048521611,9.004640466302916,28.469944199130847,0.28460282236998385,424.9562280431702,13.426385620454347,42.46808343,0.42489217952701613,491.82971972179087,15.543730001797499,49.160510753995084,0.4917555921724813,618.141932,19.54669431742562,61.80918440187196,0.618048767,792.0874710275727,25.037893593341582,79.18296435,507.4417474479541,0.7919680892563791,1.788668745410241,0.9436814540852351,0.7988036537466846,131.40508384947617,74.52351122343906,120.35281758609179,63.47124496005468,114.09530497774898,57.21373235171187,106.7988010123623,49.91722838632519,6.469178189645667,A07,0
1496,4467,278.22293219646724,0,1124,141.3930691370691,143,0,0.6141559797179746,0.16437534203779397,2.2878918807709256,22.936259456350133,61.30853859304346,0.31398463071918725,0.36622531059781643,0.36622531059781643,0.021810670447798202,0.021810670447798202,0.021775066,0.16817608072068926,911.6053458117149,862.3485516678459,798.6252756263591,710.5287251620554,665.1623883654834,832.6397739278232,783.3829797839542,719.6597037424674,631.5631532781637,TRUE,TRUE,FALSE,0.8058938445854937,61.387655186407336,1.0273955732344182,60.01123600275233,573.0614618983604,0.011304114,671.6791979949875,2.840124353248417E-4,0.8221027830206962,0.020253158979242958,0.020253158979242958,60.01123600275233,999.8127683497169,1.020253158979243,1.020253158979243,1,0.8296079035377806,0.066504789,33.118693110604056,49.720322710090386,12.717302280451063,584.7841366026385,1.2689107019779755,58.349462129393004,0.034719388,37.59398496240598,6.265922889033446E-4,58.86237112770997,0.001236153,0.001222315,4,4,6,175.372; 1192.98; 2170.38; 3189.70; 4174.62,978.6565032689927,1.3088852916210736,21.770989269612183,0.006670016,5.395784830068622,95.70725419842137,1010.0250626566417,31.93074808981217,100.98243803701838,1.010214206729707,3.0546850305853477,9.629978203266756,0.095725177,174.4558337322353,5.566005230490445,17.54917973722629,0.17448850350270156,188.77370301815284,0.20835061454924653,6.021943072,18.987628406856714,0.18880905404893084,606.1801550089646,19.149652804989273,60.57642338433799,0.6062936723737994,747.6276811524499,23.607606263618077,74.68939967193481,0.7477676869305023,858.8466659401854,27.121774463394104,85.80510867471388,0.8590074993318909,958.5625182376908,30.302024221336104,95.83342129114925,769.7888152,0.9587420250892441,30.823187381044093,0.7777288025104039,0.8579268764551027,46.95717242597593,30.215490111446243,42.349173966595345,25.607491652065654,39.88080992376431,23.13912760923462,37.09895599039449,20.357273675864796,2.085513117989792,A07,0
1498,2911,217.51091926613708,0,438,82.66801074176153,145,0,0.8806414017536991,0.12029280250556236,2.974431144929693,29.818858595786395,60.099468631181566,0.17567121663597265,0.17061057730214724,0.17061057730214724,0.031687159,0.031687159,0.031719334,0.1961012514016049,673.4437556349908,597.197847,508.6374440788702,393.6967222954632,420.30742990874904,623.2613391902119,547.0154305,458.45502763409127,343.51430585068425,TRUE,TRUE,FALSE,0.6492761405539162,61.80274787604717,1.0197102835872431,60.00565622457849,322.9431242545555,0.007893099,320.8020050125314,1.3649881299690076E-4,0.8686345219629746,0.015968964337680358,0.015968964337680358,60.00565622457849,999.9057385,1.0159689643376804,1.0159689643376804,1,0.8772877792235836,0.048497912,122.39966089924039,144.60640138363215,7.428682547976566,468.5514273271131,0.741802376,46.79458039578127,0.022077810304954548,130.32581453634074,3.5996780764806387E-4,58.04107037117589,0.001420394,0.001411148,4,4,6,173.995; 1194.05; 2169.04; 3202.79; 4173.62,998.3449332673474,1.901408779257376,31.71634401539472,0.004913706,3.459397032903617,106.50431678739352,971.5497765834454,30.68720807039363,97.07728952905907,0.9716413649788709,3.3593095096889094,10.631977045409416,0.10651435699296564,228.18912297247627,7.200724818699193,22.786315234169585,0.2282106344545746,295.4854903978108,0.3607599784952288,9.341377375713476,29.54227922276096,0.2955133459360337,445.3427851537959,14.07008587531273,44.506216159864806,0.44538476780058317,520.3158769617182,16.426819965605336,51.97359112582148,0.5203649273525823,699.1778522484069,22.080342456866695,69.85402077438093,0.6992437640309506,822.0088658265145,25.96685473353694,82.14157658,526.5233754287037,0.8220863569390249,1.7832158198298513,0.9293397086049321,0.7924187618581429,148.5651101915238,92.24320984890919,136.68610410363897,80.36420376102436,129.69357086945632,73.37167052684171,126.61915466625499,70.29725432,6.507112171503767,A07,0
1506,2192,185.04053609952604,0,387,73.02054505411473,153,0,0.9325266351980409,0.095859222,3.2627271574123493,32.709044184584954,59.883537996301136,0.13241831289066036,0.086416498,0.086416498,0.047755507,0.047755507,0.047638200538635087,0.14808839911014082,673.1482099080764,581.1107831793604,479.27216611922876,380.82457317239255,337.9100087751143,580.2744292879382,488.23700255922216,386.3983854990906,287.95079255225437,TRUE,TRUE,FALSE,0.5858955260091334,63.110901969348305,1.0139308786330299,60.19765899696245,324.1887812111586,0.005171289,325.8145363408522,6.450046015697944E-5,0.8196941,0.012451834634085945,0.012451834634085945,60.19765899696245,996.7165002716729,1.0124518346340858,1.0124518346340858,1,0.8361798456210643,0.047465309,90.22068491,115.28690294025586,5.431716013828263,442.51901670036943,0.5428823005427161,44.23560219797908,0.022824208249105832,97.74436090225558,2.9098004359935734E-4,57.503450334785015,0.001465797,0.00145847,4,4,6,173.438; 1216.85; 2167.56; 3199.04; 4160.30,1001.9448083329021,2.8747697090282114,47.48178052010849,0.004183173,2.853856380469245,128.4843370223015,962.2714506474641,30.42996662,96.22320167674862,0.9654414774764738,4.0718176277627816,12.86633595533443,0.12890760510865507,233.7612243191091,7.415480069686452,23.424096686110587,0.2345313078045696,263.37449229843844,0.33865339307503306,8.343298051040122,26.367080321733432,0.2642421312646585,414.40946612486175,13.106215938865324,41.442006673698884,0.4157746621149615,478.70118202708716,15.133773231010387,47.85923706754343,0.4802781752851574,615.1123032503264,19.46410303876126,61.53473503,0.6171386779316551,788.9505920658607,24.945198744414803,78.88371582635745,525.5760997674223,0.7915496451105386,2.002642898038183,0.9307503159750353,0.8356363030241335,115.80238215778435,80.19182575562102,106.83720123978603,71.22664484,100.92082263306904,65.31026623090571,97.87660885469461,62.26605245253128,3.4926756246010493,A07,0
